cnt,material,product_uid
1,Acrylic,134218.0
1,Plastic,134220.0
1,Metal,134221.0
1,Acrylic,134222.0
1,Brass,134235.0
1,Wood,134236.0
1,Brass,134252.0
1,"Nylon, poly sheepskin",134253.0
1,Steel,134258.0
1,Stainless Steel,134265.0
1,Plastic,134268.0
1,Vinyl,134274.0
1,Vinyl,134281.0
1,Rubber,134283.0
1,Steel,134287.0
1,Fiberglass,134288.0
1,Aluminum,134297.0
1,Polycarbonate,134299.0
1,Stainless Steel,134302.0
1,Steel,134306.0
1,Composite,134308.0
1,Metal,134313.0
1,Wood,134316.0
1,Steel,134320.0
1,Wood,134321.0
1,100% Solution Dyed Polyester,134326.0
1,Composite,134340.0
1,Composite,134345.0
1,Cast Iron,134346.0
1,Resin,134347.0
1,PVC,134352.0
1,Metal,134363.0
1,Aluminum,134373.0
1,Plastic,134376.0
1,Copper,134390.0
1,Composite,134394.0
1,Brass,134396.0
1,Stainless Steel,134400.0
1,Acrylic,134401.0
1,Brass,134425.0
1,PVC,134429.0
1,Steel,134437.0
1,Velvet,134438.0
1,Rubber,134441.0
1,Metal,134448.0
1,PVC,134452.0
1,Wood,134457.0
1,Laminate,134472.0
1,Stainless Steel,134474.0
1,Steel,134480.0
1,Steel,134500.0
1,Steel,134501.0
1,Composite,134536.0
1,Manufactured from certified Environmentally Preferred laminated particle panels.,134538.0
1,Steel,134541.0
1,Brass,134547.0
1,Aluminum,134554.0
2,Galvanized Steel Plastic,134555.0
1,Wood,134556.0
1,Plastic,134565.0
1,Plastic,134566.0
1,Acrylic,134568.0
1,PVC,134570.0
1,Resin,134579.0
1,Faux wood,134585.0
2,hdf Laminate,134590.0
1,Acrylic,134596.0
1,Metal,134597.0
1,Copper,134598.0
1,Vinyl,134599.0
1,Stainless Steel,134605.0
1,Metal,134608.0
1,Glass,134611.0
1,Plastic,134642.0
1,Plastic,134650.0
1,Wood,134666.0
1,Brass,134673.0
1,Wood,134684.0
1,Resin,134699.0
1,Sand,134700.0
1,Rubber,134704.0
1,Galvanized Steel,134708.0
1,Steel,134710.0
1,Galvanized Steel,134719.0
1,Plastic,134747.0
1,Stainless Steel,134749.0
1,Plastic,134759.0
1,Steel,134768.0
1,PVC,134773.0
1,Rubber,134774.0
2,"Wood Rubberwood, E1 MDF and tempered glass construction with metal handles",134775.0
1,PVC,134778.0
1,Wood,134783.0
1,Stainless Steel,134801.0
1,PVC,134802.0
1,Composite,134808.0
1,Aluminum,134811.0
1,Metal,134812.0
1,Polypropylene,134821.0
1,Acrylic,134826.0
1,Fiberboard,134837.0
1,PVC,134838.0
1,Aluminum,134857.0
1,Plastic,134858.0
1,Wood,134864.0
1,Steel,134869.0
1,Brass,134871.0
1,Vitreous China,134881.0
1,Aluminum,134885.0
1,Thermoplastic,134888.0
1,Steel,134889.0
1,Steel,134896.0
1,Polyethylene,134908.0
1,Fiberglass,134916.0
1,Wood,134917.0
1,Steel,134918.0
1,Vitreous China,134927.0
1,Vinyl,134964.0
1,Stone,134968.0
1,Laminated particleboard,134972.0
1,Plastic,134993.0
1,Steel,134994.0
1,Glass,135027.0
1,Bamboo,135058.0
1,Plastic,135059.0
1,Stainless Steel,135060.0
1,Stainless Steel,135067.0
1,Cast Metal,135068.0
1,Metal,135075.0
1,Aluminum,135082.0
1,Rubber,135089.0
1,Pine,135090.0
1,Acrylic,135094.0
1,Wood,135098.0
1,PVC,135101.0
1,Acrylic,135112.0
1,Granite,135120.0
1,PVC,135128.0
1,Concrete,135139.0
1,Cast Metal,135150.0
1,Brass,135159.0
1,Vinyl,135164.0
1,Wood,135165.0
1,Steel,135169.0
1,Clay,135171.0
1,Rubber,135185.0
1,Steel,135194.0
1,Laminate,135198.0
1,Wood,135204.0
1,Metal,135210.0
1,PVC,135212.0
1,Clay,135216.0
1,PVC,135217.0
1,Ceramic,135229.0
1,Wood,135231.0
1,Steel,135258.0
1,Ceramic,135262.0
1,Vitreous China,135273.0
1,Steel,135281.0
1,Wood,135289.0
1,Plastic,135297.0
1,Concrete,135300.0
1,Brass,135309.0
1,Aluminum,135315.0
1,Vinyl,135322.0
1,Vinyl,135324.0
1,Wood,135325.0
1,Composite,135340.0
1,Metal,135350.0
1,Metal,135355.0
1,Vinyl,135382.0
2,Cast polymers Polymer,135389.0
1,Plastic,135390.0
1,Stamped Steel,135391.0
1,Solid Surface,135398.0
1,Nylon,135411.0
1,Vinyl,135414.0
1,Polyethylene,135415.0
1,Plastic,135428.0
1,Wood,135431.0
1,PVC,135435.0
1,Fabric,135450.0
1,Metal,135455.0
1,Composite,135457.0
1,Metal,135458.0
1,Wood,135467.0
1,Wood,135492.0
1,Plastic,135493.0
1,Stainless Steel,135495.0
1,Vinyl,135498.0
1,Vitreous China,135504.0
2,Zinc Coated Galvanized Steel,135506.0
1,Slate,135510.0
1,Steel,135518.0
1,PVC,135519.0
1,Steel,135521.0
1,Vinyl,135523.0
1,Vinyl,135537.0
1,Steel,135540.0
1,Composite,135545.0
1,Plastic,135575.0
1,Brass,135582.0
1,Resin,135595.0
1,Galvanized Steel,135608.0
1,Wood,135625.0
1,Metal,135631.0
1,Zinc,135632.0
1,Rubber,135641.0
1,Metal,135645.0
1,Metal,135667.0
1,Metal,135670.0
1,Plastic,135700.0
1,Plastic,135712.0
1,Resin,135719.0
1,Metal,135723.0
1,Fiberglass,135725.0
1,Steel,135731.0
1,Wood,135735.0
1,PVC,135736.0
1,Vinyl,135737.0
1,Steel,135740.0
1,Steel,135749.0
1,Wood,135767.0
1,Brass,135775.0
1,Steel,135788.0
1,"15% Polyester, 85%  Pvc Foam",135797.0
1,Stone,135802.0
1,Vinyl,135804.0
1,Metal,135806.0
1,Acrylic,135808.0
1,Aluminum,135811.0
1,Metal,135813.0
1,Vinyl,135824.0
1,Vinyl,135825.0
1,Steel,135828.0
1,Wood,135831.0
2,Plated/Coated Steel Steel,135832.0
1,Vinyl,135833.0
1,Wood,135834.0
1,Galvanized Steel,135837.0
1,Polyurethane,135850.0
1,Brass,135877.0
1,Steel,135889.0
2,Steel Plated/Coated Steel,135891.0
1,Metal,135919.0
1,Copper,135921.0
1,Fabric,135929.0
1,Plastic,135934.0
1,Vinyl,135940.0
1,Zinc,135959.0
1,Polypropylene,135960.0
1,Metal,135976.0
1,Cast Metal,135983.0
1,Polypropylene,135984.0
1,Resin,135988.0
1,Cast Iron,135989.0
1,PVC,136007.0
1,Steel,136009.0
1,Steel,136015.0
1,Fiberglass,136017.0
1,"Wood, Upholstery, Faux Marble",136019.0
1,Plastic,136021.0
1,Grapevine,136025.0
1,Cast Metal,136029.0
1,Quartz,136050.0
1,Steel,136051.0
1,PVC,136058.0
1,Metal,136090.0
1,Aluminum,136091.0
1,Aluminum,136096.0
1,Plastic,136099.0
1,Wood,136108.0
1,Steel,136113.0
1,Rubber,136114.0
1,Acrylic,136121.0
1,Solid Brass,136130.0
1,PVC,136144.0
1,PVC,136157.0
1,Polycarbonate,136158.0
1,Faux wood,136166.0
1,Aluminum,136186.0
1,Thermoplastic,136189.0
1,Vinyl,136202.0
1,Aluminum,136210.0
1,Glass,136221.0
1,Stainless Steel,136225.0
1,Resin,136231.0
1,Composite,136234.0
1,PVC,136245.0
1,Concrete,136256.0
1,Plastic,136258.0
1,wood,136266.0
1,Steel,136285.0
1,Steel,136298.0
1,Metal,136303.0
1,Plastic,136304.0
1,Wood,136309.0
1,Wood,136311.0
1,Composite,136321.0
1,Metal,136327.0
1,Polyester,136342.0
1,Plastic,136347.0
1,Galvanized Steel,136352.0
1,Polypropylene with Jute backing,136374.0
1,Steel,136377.0
1,Steel,136384.0
1,Laminate,136386.0
1,PVC,136389.0
1,Polypropylene,136397.0
1,Copper,136399.0
1,Steel,136405.0
1,.Particle Board/Composite Filler,136407.0
1,Polyurethane,136409.0
1,"32% Diilsononyl Phthalate, 30% PVC, 26% Calcium Carbonate, 12% polyester",136412.0
1,Stainless Steel,136413.0
1,Plastic,136432.0
1,PVC,136442.0
1,Multi Pack,136444.0
1,Wood,136457.0
1,Fabric,136462.0
1,Brass,136473.0
1,Wood,136480.0
1,Steel,136481.0
1,Fiberglass,136502.0
1,Thermoplastic,136514.0
1,Vinyl,136518.0
1,Steel,136520.0
2,"Laminate Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive",136537.0
1,Plastic,136545.0
1,Copper,136549.0
1,Plywood,136553.0
1,Wood,136557.0
1,Vinyl,136558.0
1,PVC,136573.0
1,Cedar,136583.0
1,Laminate,136587.0
1,Nylon,136590.0
1,Metal frame,136591.0
1,Brass,136603.0
1,Plastic,136611.0
1,Nylon Pile,136614.0
1,Plastic,136616.0
1,Vinyl,136618.0
1,Zinc,136621.0
1,Plastic,136638.0
1,Wood,136645.0
1,Vinyl,136650.0
1,Plastic,136653.0
1,Laminate,136662.0
1,Plastic,136666.0
1,Composite,136670.0
1,Steel,136708.0
1,Steel,136714.0
1,Wood,136720.0
1,Steel,136728.0
1,Aluminum,136744.0
1,PVC,136754.0
1,Aluminum,136761.0
1,Brass,136762.0
1,Wood,136773.0
1,PVC,136780.0
1,Wood,136786.0
1,Thermoplastic,136798.0
1,Glass,136809.0
1,Zinc,136821.0
1,Plastic,136822.0
1,Steel,136827.0
1,Brass,136834.0
1,Glass,136837.0
1,Vinyl,136849.0
1,PVC,136862.0
1,Natural Stone,136865.0
1,Aluminum,136869.0
1,Composite,136883.0
1,Aluminum,136892.0
1,PVC,136897.0
1,22% Polyester - 78% Pvc,136913.0
1,Plastic,136933.0
1,Ceramic,136948.0
1,Steel,136956.0
1,Wood,136960.0
1,Polyester,136978.0
1,Steel,136981.0
1,Quartz,136988.0
1,PVC,136989.0
1,Plastic,136995.0
1,mdf,136997.0
1,Stainless Steel,136998.0
1,Wood,137011.0
1,Laminate,137022.0
1,Wood,137028.0
1,Plastic,137030.0
1,Aluminum,137036.0
1,Brass,137038.0
1,Steel,137041.0
1,Glass,137046.0
1,PVC,137054.0
1,Steel,137057.0
1,Fabric,137061.0
1,Steel,137064.0
1,Composite,137066.0
1,Acrylic,137067.0
1,Steel,137072.0
1,Steel,137091.0
1,Copper,137096.0
1,Composite,137110.0
1,Plastic,137115.0
1,Steel,137117.0
1,Composite,137130.0
1,Metal,137140.0
1,Composite,137145.0
1,Aluminum,137146.0
1,Plastic,137147.0
1,Plastic,137150.0
1,Plastic,137153.0
1,PVC,137156.0
1,Steel,137162.0
1,Brass,137168.0
1,Nylon,137172.0
1,Steel,137173.0
1,Steel,137180.0
1,Stainless Steel,137191.0
1,Polypropylene,137195.0
1,Polyethylene,137202.0
1,Brass,137216.0
1,Solid Brass,137227.0
1,Steel,137235.0
1,Cast Metal,137241.0
1,Laminate,137245.0
1,Wood,137253.0
1,Plastic,137257.0
1,Vinyl,137261.0
1,Faux wood,137271.0
1,Bamboo,137295.0
1,Fabric,137299.0
1,Wood,137300.0
1,Composite,137301.0
1,Metal,137303.0
1,Metal,137311.0
1,Resin,137312.0
1,"Glass,Metal",137316.0
1,Brass,137325.0
1,Wood,137326.0
1,Solid Brass,137342.0
1,Plastic,137343.0
1,Polyester,137354.0
1,Wood,137358.0
1,Wood,137359.0
1,Steel,137360.0
1,Composite,137364.0
1,Solid Brass,137370.0
1,PVC,137373.0
1,Metal,137384.0
1,PVC,137386.0
1,Galvanized Steel,137391.0
1,Aluminum,137413.0
1,PVC,137417.0
1,Aluminum,137424.0
1,Fiberglass,137432.0
1,hose rubber,137434.0
1,Polyethylene,137440.0
1,Metal,137448.0
1,Aluminum,137458.0
1,Steel,137463.0
1,Nylon,137467.0
1,Plastic,137473.0
1,Steel,137474.0
1,Steel,137477.0
2,"Laminate Medium Density Fiberboard, paper, resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive",137480.0
1,Steel,137498.0
1,Metal,137503.0
1,Steel,137504.0
1,Acrylic over wire frame,137505.0
1,Steel,137506.0
1,Plastic,137513.0
1,Plastic,137519.0
1,Wood,137537.0
1,PVC,137542.0
1,Galvanized Steel,137554.0
1,Stainless Steel,137561.0
1,Laminate,137567.0
1,Steel,137573.0
1,Glass,137581.0
1,Aluminum,137587.0
1,Composite,137591.0
1,Aluminum,137593.0
1,Glass,137597.0
1,Solid Brass,137606.0
1,Polycarbonate,137607.0
1,PVC,137619.0
1,Plastic,137623.0
1,Steel,137631.0
1,Wood,137632.0
1,PVC,137640.0
1,Brass,137643.0
1,Plastic,137646.0
1,Metal,137647.0
1,Wood,137665.0
1,Polypropylene,137670.0
1,Brass,137681.0
1,Fiberglass,137692.0
1,Aluminum,137695.0
1,Brass,137698.0
1,Metal,137699.0
1,Metal,137703.0
1,Metal,137705.0
1,Galvanized Steel,137712.0
1,Galvanized Steel,137714.0
1,PVC,137724.0
1,Nylon,137725.0
1,Concrete,137729.0
1,PVC,137732.0
1,Wood,137741.0
1,Laminate,137747.0
1,Galvanized Steel,137751.0
1,Vitreous China,137765.0
1,Plastic,137766.0
1,PVC,137768.0
1,Steel,137791.0
1,Rubber,137793.0
1,PVC,137810.0
1,Vinyl,137825.0
1,Steel,137826.0
1,Composite,137827.0
1,pex,137833.0
1,Brass,137835.0
1,Wood,137839.0
1,Zinc,137840.0
1,Metal,137845.0
1,PVC,137849.0
1,Copper,137850.0
1,Polyethylene,137853.0
1,Steel,137859.0
1,PVC,137865.0
1,Granite,137870.0
1,Brass,137871.0
1,Multi-Surface,137889.0
1,Steel,137895.0
1,Fabric,137915.0
1,Brass,137921.0
1,Iron Ferrite,137924.0
1,Wood,137926.0
1,Polyester,137933.0
1,chrome plated steel wire,137936.0
1,Cement,137940.0
1,Brass,137941.0
1,Galvanized Steel,137944.0
1,Metal,137973.0
1,Wood,137976.0
1,Coconut Fiber,137985.0
1,Steel,138003.0
1,Vitreous China,138008.0
1,Fiberglass,138010.0
1,Copper,138015.0
1,Vinyl,138018.0
1,Steel,138021.0
1,Wood,138024.0
1,Vinyl,138025.0
1,Galvanized Steel,138027.0
1,Plastic,138034.0
1,Stainless Steel,138036.0
1,Steel,138038.0
1,Plastic,138039.0
1,Wood,138046.0
1,Plastic,138055.0
1,Granite,138063.0
1,Metal,138076.0
1,PVC,138077.0
1,Polycarbonate,138086.0
1,Aluminum,138100.0
1,Steel,138114.0
1,Steel,138115.0
1,Plastic/Rubber,138119.0
1,Galvanized Steel,138125.0
1,PVC,138127.0
1,Wood,138135.0
1,Pine,138144.0
1,Steel,138155.0
1,Laminate,138162.0
1,Clay,138175.0
1,Metal,138176.0
1,Steel,138188.0
1,Aluminum,138195.0
1,Chrome-Plated Steel,138205.0
1,Plastic,138207.0
1,Brass,138208.0
1,Metal,138210.0
1,Glass,138216.0
1,Steel,138220.0
1,Galvanized Steel,138233.0
1,Bronze,138237.0
1,mdf,138241.0
1,Wood,138242.0
1,Brass,138243.0
1,Brass,138245.0
1,Rubber,138247.0
1,Galvanized Steel,138248.0
1,Metal,138256.0
1,Plastic,138290.0
1,Laminate,138299.0
1,Zinc,138306.0
2,Zinc Coated Galvanized Steel,138313.0
1,Aluminum,138315.0
1,Plastic,138316.0
1,Metal,138337.0
1,Plastic,138351.0
1,Cast Iron,138359.0
1,Polyethylene,138383.0
1,Steel,138393.0
1,Composite,138394.0
1,Plastic,138407.0
1,Steel,138411.0
1,Polyethylene,138414.0
1,PVC,138418.0
1,Vinyl,138419.0
1,Steel,138439.0
1,Vinyl,138441.0
1,Galvanized Steel,138442.0
1,Steel,138465.0
1,Resin,138468.0
1,Steel,138486.0
1,PVC,138495.0
1,Laminate,138496.0
1,Stainless Steel,138509.0
1,Acrylic,138513.0
1,Carbide,138537.0
1,Brass,138538.0
1,Galvanized Steel,138548.0
1,Acrylic,138563.0
1,Metal,138575.0
1,Galvanized Steel,138577.0
1,Wood,138585.0
1,Steel,138589.0
1,Plastic,138591.0
1,Plastic,138592.0
1,Composite,138601.0
1,Steel,138602.0
1,Ceramic,138639.0
1,Steel,138662.0
1,Alloy,138663.0
1,Vinyl,138667.0
1,PVC,138677.0
1,Metal,138684.0
1,PVC,138686.0
1,Plastic,138693.0
1,mdf,138709.0
1,Wood,138710.0
1,Glass,138722.0
1,Vitreous China,138727.0
2,Laminate HDF,138731.0
1,mdf,138733.0
1,Steel,138734.0
1,Aluminum,138741.0
1,wood,138745.0
1,Ceramic,138746.0
1,Galvinized Steel,138755.0
1,Manufactured from certified Environmentally Preferred laminated particle panels.,138756.0
1,abs,138776.0
1,Wood,138778.0
1,Wood,138785.0
1,Composite,138802.0
1,Plastic,138806.0
1,Plastic,138820.0
1,Composite,138822.0
1,Stainless Steel,138827.0
1,Steel,138842.0
1,Olefin,138844.0
1,Steel,138861.0
1,Rubber,138874.0
1,Metal,138882.0
1,Steel,138891.0
1,Steel,138895.0
1,Plastic,138906.0
1,Metal,138911.0
1,Cast Iron,138912.0
1,Plastic,138915.0
1,Bamboo,138917.0
1,Solid Brass,138919.0
1,Glass,138920.0
1,Galvanized Steel,138930.0
1,Metal,138951.0
1,Resin,138956.0
1,PVC,138961.0
1,Metal,138980.0
1,Brass,138988.0
1,Brass,138995.0
1,Metal,139003.0
1,Fiberglass,139008.0
1,Composite,139009.0
1,Steel,139013.0
1,Brass,139016.0
1,Steel,139020.0
1,Plastic,139037.0
2,"Brass, Plastic Metal",139043.0
1,Vinyl,139044.0
1,Plastic,139049.0
1,Wood,139051.0
1,Stainless Steel,139056.0
1,Stainless Steel,139061.0
1,Stainless Steel,139066.0
1,Composite,139068.0
1,Steel,139069.0
1,Polypropylene,139070.0
1,PVC,139082.0
1,Constructed of Composite Board and highly durable PVC laminate,139090.0
1,Engineered Wood,139097.0
1,Metal,139103.0
1,Steel,139111.0
1,Aluminum,139122.0
1,Wood,139153.0
1,Vitreous China,139159.0
1,Cotton,139173.0
1,Polyester,139184.0
1,Cedar,139197.0
1,Steel,139200.0
1,Vitreous China,139208.0
1,Steel,139213.0
1,Metal,139218.0
1,Aluminum,139237.0
1,Aluminum,139241.0
2,Composite Natural Stone Composite,139252.0
1,Grapevine,139254.0
1,Metal,139256.0
1,PVC,139266.0
1,PVC,139268.0
1,Glass,139270.0
1,Wire,139277.0
1,Steel,139283.0
1,PVC,139284.0
1,PVC,139287.0
1,Galvanized Steel,139293.0
1,Metal,139306.0
1,Plastic,139316.0
1,Steel,139322.0
1,Acrylic,139332.0
1,Wood,139340.0
1,Aluminum,139346.0
1,Steel,139347.0
1,Composite,139351.0
1,Copper,139354.0
1,PVC,139358.0
1,Wood,139367.0
1,Polypropylene,139372.0
1,Composite,139375.0
1,Brass,139381.0
1,Steel,139383.0
1,Vinyl,139391.0
1,Glass,139399.0
1,Vitreous China,139401.0
1,Plastic,139430.0
1,Steel,139434.0
1,Wood,139439.0
1,Vinyl,139452.0
1,Steel,139456.0
1,Composite,139469.0
1,Plastic,139471.0
1,Composite,139475.0
2,"Laminate Medium Density Fiberboard, paper, resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive",139478.0
1,Zinc,139491.0
1,Steel,139493.0
1,Fiberboard,139501.0
1,Metal,139514.0
1,Plastic,139538.0
1,Cast Iron,139549.0
1,Stainless Steel,139550.0
1,Polyester,139552.0
1,Steel,139563.0
1,Steel,139566.0
1,Metal,139573.0
1,Wood,139576.0
1,Vinyl,139578.0
1,Polyester,139582.0
1,Metal,139585.0
1,Wood,139593.0
1,Oak,139597.0
1,Metal,139598.0
1,Metal,139601.0
1,Natural Rubber,139608.0
1,Metal,139609.0
1,PVC,139610.0
1,Vitreous China,139620.0
1,Plastic,139623.0
1,Wood,139624.0
1,Resin,139652.0
1,PVC,139658.0
1,Metal,139673.0
1,Steel,139681.0
1,Steel,139685.0
1,Wood,139687.0
1,Copper,139691.0
1,Quartz,139694.0
1,Galvanized Steel,139709.0
1,Plastic,139717.0
1,porcelain enamel,139723.0
1,PVC,139725.0
1,Steel,139734.0
1,Nylon,139738.0
1,PVC,139747.0
1,Wood,139765.0
1,Solid Plantation Grown Pine,139781.0
1,Vitreous China,139782.0
1,pex,139801.0
1,Aluminum,139804.0
1,Steel,139809.0
1,Metal,139817.0
1,Plastic,139820.0
1,Aluminum,139824.0
1,Steel,139828.0
1,Vitreous China,139831.0
1,PVC,139835.0
1,Aluminum,139836.0
1,Copper,139846.0
1,Aluminum,139848.0
1,mdf,139863.0
1,Laminate,139865.0
1,Polypropylene,139870.0
1,Steel,139873.0
1,Metal,139877.0
1,Aluminum,139896.0
1,Steel,139901.0
1,Steel,139902.0
1,Steel,139905.0
1,Vinyl,139907.0
1,Brass,139912.0
1,Plastic,139913.0
1,Steel,139917.0
1,Plastic,139928.0
1,Steel,139946.0
1,Steel,139953.0
1,Aluminum,139954.0
1,Steel,139959.0
1,Vinyl,139973.0
1,Ceramic,139977.0
1,Composite,139989.0
1,Fabric,139991.0
1,Zinc,140020.0
1,Metal,140026.0
1,Plastic,140047.0
1,Metal,140057.0
1,Composite,140087.0
1,Vinyl,140098.0
1,Laminate,140103.0
1,Steel,140108.0
1,Aluminum,140109.0
1,Aluminum,140116.0
1,Galvanized Steel,140134.0
1,Aluminum,140139.0
1,Brass,140142.0
1,Steel,140143.0
1,Aluminum,140164.0
1,Polypropylene,140177.0
1,Plastic,140179.0
1,Steel,140180.0
1,Vinyl,140182.0
1,Steel,140191.0
1,Steel,140193.0
1,Nylon,140195.0
1,Carbide,140197.0
1,Vitreous China,140232.0
1,Aluminum,140233.0
1,Wood,140237.0
2,Aluminum Plastic,140238.0
1,Steel,140240.0
1,Leather,140245.0
1,Bamboo,140246.0
1,Cast iron,140250.0
1,Plastic,140254.0
1,Polycarbonate,140284.0
1,Steel,140289.0
1,Plastic,140294.0
1,PVC,140309.0
1,Metal,140310.0
1,Laminate,140325.0
1,PVC,140331.0
1,Steel,140333.0
1,Vinyl,140339.0
1,Steel,140342.0
1,pex,140347.0
1,Aluminum,140348.0
1,Cast Metal,140370.0
1,Brass,140383.0
1,Wood,140384.0
1,Stainless Steel,140385.0
1,Polyester,140395.0
1,PVC,140398.0
1,Proprietary Compound and Metal,140404.0
1,Acrylic,140418.0
1,Metal,140422.0
1,Wood,140440.0
1,Plastic,140444.0
1,Wood,140465.0
1,Aluminum,140491.0
1,Brass,140500.0
1,PVC,140508.0
1,Laminated Particle Board,140542.0
1,Steel,140560.0
1,Stainless Steel,140590.0
1,Aluminum,140593.0
1,Resin,140604.0
1,Wire,140608.0
1,Vinyl,140613.0
1,Metal,140614.0
1,Aluminum,140646.0
1,Tinsel with wire frame,140654.0
1,Plastic,140668.0
1,Metal,140684.0
1,Vinyl,140687.0
1,PVC,140689.0
1,Stainless Steel,140698.0
1,PVC,140704.0
1,Steel,140705.0
1,Steel,140712.0
1,PVC,140727.0
1,Polyethylene,140730.0
1,PVC,140735.0
1,Plastic,140741.0
1,Wood,140762.0
1,abs,140774.0
1,Plastic,140776.0
1,Steel,140783.0
1,"MDF, PVC, PB, Casters",140787.0
1,Plastic,140795.0
2,Zinc Brass and Zinc,140799.0
2,Zinc Coated Galvanized Steel,140800.0
1,Fabric,140802.0
1,Metal,140806.0
1,Stainless Steel,140820.0
1,Plastic,140823.0
1,Aluminum,140826.0
1,Steel,140830.0
1,Steel,140834.0
1,Metal,140840.0
1,Composite,140851.0
1,Ceramic,140852.0
1,Galvanized Steel,140856.0
1,Galvanized Steel,140858.0
1,Ceramic,140863.0
1,Metal,140874.0
1,Metal,140880.0
1,Stainless Steel,140883.0
1,Steel,140884.0
1,Plastic,140914.0
1,Steel,140915.0
1,Composite,140917.0
1,Plastic,140926.0
1,Polypropylene face with SBR rubber backing,140942.0
1,Steel,140944.0
1,Cement,140948.0
1,Wood,140955.0
1,Laminate,140957.0
1,Stainless Steel,140958.0
1,Rubber,140963.0
1,Cast Iron,140965.0
1,Vinyl,140968.0
1,Brass,140976.0
1,Steel,140995.0
1,Steel,140997.0
1,Vitreous China,141009.0
1,Plastic,141020.0
1,Plastic,141028.0
1,Steel,141035.0
1,PVC,141040.0
1,Vinyl,141056.0
1,Polymer,141057.0
2,"Laminate Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive",141059.0
1,Galvanized Steel,141072.0
1,Polypropylene,141074.0
1,Plastic,141077.0
1,Vinyl,141087.0
1,Plastic,141093.0
1,Polyethelyne,141098.0
1,Plastic,141113.0
1,Fabric,141122.0
1,Polyurethane,141126.0
1,Metal,141129.0
1,Stainless Steel,141145.0
1,Wood,141152.0
1,Aluminum,141154.0
1,Plastic,141173.0
1,Wood,141175.0
1,Steel,141179.0
1,Metal,141185.0
1,PVC,141189.0
1,Brass,141193.0
1,Steel,141196.0
1,Steel,141218.0
1,Resin,141219.0
1,PVC,141220.0
1,Wood,141228.0
1,Metal,141236.0
1,Multi-Surface,141245.0
1,Plastic,141257.0
1,Vitreous China,141261.0
1,Stainless Steel,141265.0
1,Wood,141279.0
1,Steel,141281.0
1,Polycarbonate,141285.0
1,Plastic,141287.0
1,Wood,141311.0
1,Iron,141335.0
1,Wood,141344.0
1,Steel,141348.0
1,Aluminum,141355.0
1,Aluminum,141367.0
1,Concrete,141372.0
1,Copper,141383.0
1,Galvanized Steel,141394.0
1,Steel,141395.0
1,Vitreous China,141397.0
1,Resin,141405.0
1,Metal,141406.0
1,Composite,141413.0
1,Stainless Steel,141419.0
1,Metal,141421.0
1,Galvanized Steel,141429.0
1,Steel,141435.0
1,Vinyl,141439.0
1,Coconut Fiber,141441.0
1,Wood,141456.0
1,Quartz,141457.0
2,Polypropylene Plastic,141469.0
1,Steel,141487.0
1,Steel,141492.0
1,Coconut Fiber,141494.0
1,Metal,141495.0
1,PVC,141497.0
1,Brass,141498.0
1,Composite,141513.0
1,Composite,141519.0
1,Composite,141528.0
1,Iron,141529.0
1,Laminate,141537.0
1,PVC,141539.0
1,Metal,141550.0
1,Thermoplastic,141552.0
1,Resin,141571.0
1,Vinyl,141582.0
1,Olefin,141586.0
1,Thermoplastic,141587.0
1,Plastic,141613.0
1,Steel,141619.0
1,Plastic,141620.0
1,Steel,141625.0
1,Cast Iron,141629.0
1,Metal,141634.0
1,Metal,141637.0
1,Plastic,141653.0
1,Stainless Steel,141661.0
1,Steel,141662.0
1,PVC,141663.0
1,Polyurethane,141664.0
1,Aluminum,141666.0
1,Galvanized Steel,141670.0
1,Metal,141675.0
1,Plastic,141676.0
1,Steel,141683.0
1,Metal,141701.0
1,Metal,141702.0
1,Vinyl,141703.0
1,Wood,141706.0
1,Wood,141707.0
1,Plastic,141720.0
1,Plastic,141722.0
1,Oak,141738.0
1,Wood,141742.0
1,Zinc,141744.0
1,Vinyl,141747.0
1,Steel,141774.0
1,Vinyl,141776.0
1,Wood,141793.0
1,PVC,141799.0
1,Steel,141808.0
1,Wood,141816.0
1,Vinyl,141831.0
1,Aluminum,141835.0
1,Fiberglass,141842.0
1,Polyethylene,141843.0
1,Clay,141861.0
1,Velvet,141871.0
1,Plastic,141880.0
1,Brass,141882.0
1,Aluminum,141887.0
1,Plastic,141893.0
1,Stainless Steel,141898.0
1,Steel,141904.0
1,Plastic,141907.0
1,Stainless Steel,141912.0
1,Composite,141914.0
1,Vinyl,141918.0
1,Steel,141922.0
1,Plastic,141923.0
1,Steel,141924.0
1,Wood,141928.0
1,Metal,141936.0
1,Plastic,141939.0
1,Iron,141952.0
1,Wood,141954.0
1,Wood,141961.0
1,Composite,141976.0
1,Steel,141977.0
1,Metal,141986.0
1,Wood,141991.0
2,Zinc Coated Galvanized Steel,142015.0
1,Fabric,142016.0
1,Brass,142030.0
1,Metal,142037.0
1,Composite,142039.0
1,Steel,142042.0
1,Brass,142048.0
1,Steel,142051.0
1,PVC,142056.0
1,Laminate,142058.0
1,Brass,142070.0
1,Wood,142079.0
